ID,GeneID,geneSymbol,chr,strand,exonStart_0base,exonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,ID,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,Event_Type
15742,ENSMUSG00000073557.11,Ppp1r12b,chr1,-,134872267,134872310,134870067,134870250,134872806,134872932,15742,"2,0,2","0,1,0","3,0,0","1,1,1",142,99,8.02E-05,0.018871899,"1.0,0.0,1.0","0.677,0.0,0.0",0.441,SE
15800,ENSMUSG00000060224.3,Pyroxd2,chr19,-,42747496,42747590,42747346,42747420,42749383,42749403,15800,"5,25,6","3,3,2","14,6,10","0,0,1",193,99,2.89E-05,0.009436136,"0.461,0.81,0.606","1.0,1.0,0.837",-0.32,SE
15826,ENSMUSG00000062991.7,Nrg1,chr8,-,31837669,31837728,31826252,31826355,31849309,31849439,15826,"6,15,9","2,3,2","6,7,9","0,1,0",158,99,0.000319115,0.046275102,"0.653,0.758,0.738","1.0,0.814,1.0",-0.222,SE
15827,ENSMUSG00000062991.7,Nrg1,chr8,-,31838260,31838328,31826252,31826355,31849309,31849375,15827,"2,0,0","2,3,2","2,1,4","0,1,0",167,99,5.08E-08,9.62E-05,"0.372,0.0,0.0","1.0,0.372,1.0",-0.667,SE
16087,ENSMUSG00000023805.16,Synj2,chr17,+,6029699,6029834,6028418,6028586,6032696,6032793,16087,"46,44,34","121,138,117","53,56,48","89,101,58",234,99,7.23E-05,0.017450972,"0.139,0.119,0.109","0.201,0.19,0.259",-0.094,SE
16298,ENSMUSG00000036180.15,Gatad2a,chr8,-,69950652,69950754,69935778,69936036,69995942,69996233,16298,"56,58,69","0,0,2","63,63,54","5,3,4",201,99,0.0002224,0.036571359,"1.0,1.0,0.944","0.861,0.912,0.869",0.101,SE
16510,ENSMUSG00000025261.17,Huwe1,chrX,+,151804445,151804540,151803657,151803802,151806719,151806860,16510,"3,4,3","0,0,0","3,2,0","0,4,2",194,99,9.48E-06,0.004130784,"1.0,1.0,1.0","1.0,0.203,0.0",0.599,SE
16635,ENSMUSG00000079020.9,Slc45a4,chr15,-,73587520,73587724,73586018,73587085,73589385,73589574,16635,"29,20,29","0,0,2","25,35,24","2,5,3",303,99,0.000298794,0.04457788,"1.0,1.0,0.826","0.803,0.696,0.723",0.201,SE
16811,ENSMUSG00000049606.16,Zfp644,chr5,-,106679679,106679743,106638283,106638635,106696233,106696564,16811,"0,0,1","3,6,3","3,1,3","2,1,4",163,99,9.78E-05,0.020706205,"0.0,0.0,0.168","0.477,0.378,0.313",-0.333,SE
16813,ENSMUSG00000049606.16,Zfp644,chr5,-,106679679,106679743,106666784,106666845,106681903,106682013,16813,"13,10,9","0,0,0","14,9,13","3,0,4",163,99,0.000135823,0.02586442,"1.0,1.0,1.0","0.739,1.0,0.664",0.199,SE
17330,ENSMUSG00000025512.15,Chid1,chr7,-,141515401,141515503,141513733,141513889,141522608,141522701,17330,"191,214,217","0,3,0","208,305,172","14,3,9",201,99,2.05E-06,0.001615891,"1.0,0.972,1.0","0.88,0.98,0.904",0.069,SE
17652,ENSMUSG00000025558.17,Dock9,chr14,-,121592393,121592427,121586226,121586342,121594335,121594383,17652,"5,1,1","0,1,2","1,0,0","2,2,3",133,99,3.81E-05,0.01111925,"1.0,0.427,0.271","0.271,0.0,0.0",0.476,SE
18135,ENSMUSG00000025949.16,Pikfyve,chr1,+,65196611,65196783,65195655,65195774,65202715,65202923,18135,"177,170,176","2,0,0","150,173,174","11,2,1",271,99,0.000228403,0.036988638,"0.97,1.0,1.0","0.833,0.969,0.985",0.061,SE
18312,ENSMUSG00000049571.18,Cfap46,chr7,-,139683345,139683470,139683003,139683135,139683721,139683817,18312,"4,3,4","2,2,1","6,14,7","0,1,0",224,99,9.75E-05,0.020706205,"0.469,0.399,0.639","1.0,0.861,1.0",-0.451,SE
18599,ENSMUSG00000047045.17,Tmem164,chrX,+,142682290,142682949,142681417,142681556,142770966,142771033,18599,"9,6,5","1,2,5","11,15,8","0,1,0",758,99,1.30E-06,0.001213103,"0.54,0.282,0.116","1.0,0.662,1.0",-0.575,SE
18683,ENSMUSG00000033392.16,Clasp2,chr9,+,113887044,113887047,113881687,113881751,113889957,113890121,18683,"201,227,226","107,89,122","257,256,221","53,77,60",102,99,2.13E-06,0.001647866,"0.646,0.712,0.643","0.825,0.763,0.781",-0.123,SE
18805,ENSMUSG00000035901.14,Dennd5a,chr7,-,109935481,109935553,109934692,109934802,109960073,109960470,18805,"266,295,299","216,205,207","299,439,366","176,193,145",171,99,0.000223896,0.036571359,"0.416,0.454,0.455","0.496,0.568,0.594",-0.111,SE
18941,ENSMUSG00000036026.15,Tmem63b,chr17,-,45678962,45679001,45677925,45678016,45679236,45679316,18941,"24,27,14","152,168,141","39,63,48","140,204,143",138,99,7.11E-06,0.003456424,"0.102,0.103,0.066","0.167,0.181,0.194",-0.09,SE
19222,ENSMUSG00000033467.12,Crlf2,chr5,-,109555506,109555627,109555272,109555357,109556018,109556181,19222,"11,7,10","0,0,1","11,23,15","0,5,4",220,99,0.000137796,0.026108966,"1.0,1.0,0.818","1.0,0.674,0.628",0.172,SE
19223,ENSMUSG00000033467.12,Crlf2,chr5,-,109555506,109555660,109555272,109555357,109556018,109556181,19223,"10,6,13","0,0,1","11,17,13","0,5,4",253,99,9.57E-05,0.020479259,"1.0,1.0,0.836","1.0,0.571,0.56",0.235,SE
19261,ENSMUSG00000026193.15,Fn1,chr1,-,71613762,71614035,71612467,71612650,71615359,71615551,19261,"15,25,32","4,12,16","23,15,17","18,32,29",372,99,0.000210143,0.035236205,"0.499,0.357,0.347","0.254,0.111,0.135",0.234,SE
19368,ENSMUSG00000028399.18,Ptprd,chr4,-,76138555,76138573,76136810,76136921,76139293,76139302,19368,"209,214,208","75,64,43","186,192,119","98,135,147",117,99,1.45E-06,0.00127878,"0.702,0.739,0.804","0.616,0.546,0.407",0.225,SE
19369,ENSMUSG00000028399.18,Ptprd,chr4,-,76138555,76138573,76136810,76136921,76140513,76140702,19369,"104,92,104","31,37,29","79,73,41","46,48,35",117,99,7.67E-05,0.018283781,"0.739,0.678,0.752","0.592,0.563,0.498",0.172,SE
19709,ENSMUSG00000040640.11,Erc2,chr14,+,27628411,27628465,27622495,27622614,27652686,27653483,19709,"3,2,1","62,50,65","16,6,2","50,51,48",153,99,9.35E-05,0.020263463,"0.03,0.025,0.01","0.172,0.071,0.026",-0.068,SE
20015,ENSMUSG00000046613.18,Vwa5b2,chr16,+,20597208,20597410,20597019,20597130,20597512,20597624,20015,"1,2,0","2,0,1","1,1,3","0,0,1",301,99,0.000269247,0.041476089,"0.141,1.0,0.0","1.0,1.0,0.497",-0.452,SE
20279,ENSMUSG00000032212.10,Sltm,chr9,+,70562813,70562861,70559036,70559101,70572148,70572176,20279,"46,38,61","0,7,6","35,43,28","1,0,0",147,99,8.64E-05,0.019610328,"1.0,0.785,0.873","0.959,1.0,1.0",-0.1,SE
20741,ENSMUSG00000021198.16,Unc79,chr12,+,103111223,103111373,103108615,103108778,103112021,103113242,20741,"70,103,101","7,7,10","65,62,61","18,14,13",249,99,0.000181102,0.031480944,"0.799,0.854,0.801","0.589,0.638,0.651",0.192,SE
20952,ENSMUSG00000001802.16,Lrp3,chr7,-,35211434,35211497,35206036,35206175,35213139,35213187,20952,"123,141,176","8,13,15","132,176,121","4,5,2",162,99,0.000171149,0.030592832,"0.904,0.869,0.878","0.953,0.956,0.974",-0.077,SE
20972,ENSMUSG00000027674.16,Pex5l,chr3,-,33024695,33024800,33014964,33015076,33080464,33080536,20972,"391,432,396","47,42,45","418,452,390","71,100,90",204,99,4.24E-06,0.002868351,"0.801,0.833,0.81","0.741,0.687,0.678",0.113,SE
20990,ENSMUSG00000032621.8,Srek1,chr13,-,103764295,103764419,103763881,103764006,103769316,103769348,20990,"39,33,52","39,40,36","23,31,20","54,63,53",223,99,2.65E-05,0.008903736,"0.307,0.268,0.391","0.159,0.179,0.143",0.162,SE
21295,ENSMUSG00000097277.7,2900076A07Rik,chr7,+,81529156,81529258,81528791,81528940,81529346,81529527,21295,"1,1,1","21,30,26","8,7,2","26,15,21",201,99,3.10E-05,0.009964809,"0.023,0.016,0.019","0.132,0.187,0.045",-0.102,SE
21316,ENSMUSG00000020436.17,Gabrg2,chr11,-,41913969,41913993,41911708,41912591,41916283,41916489,21316,"489,582,468","268,260,287","550,660,407","144,249,154",123,99,2.35E-05,0.00817884,"0.595,0.643,0.568","0.755,0.681,0.68",-0.103,SE
21320,ENSMUSG00000020436.17,Gabrg2,chr11,-,41920397,41920550,41914566,41916489,41967533,41967671,21320,"125,614,071,447","8,21,16","133,916,451,145","0,12,0",252,99,3.68E-05,0.010910187,"0.984,0.963,0.973","1.0,0.982,1.0",-0.021,SE
21345,ENSMUSG00000027646.15,Src,chr2,+,157424827,157424935,157424391,157424414,157431609,157431715,21345,"0,1,1","3,1,3","3,8,7","1,1,1",207,99,2.24E-07,0.000303696,"0.0,0.324,0.137","0.589,0.793,0.77",-0.564,SE
21418,ENSMUSG00000057531.14,Dtnbp1,chr13,-,44999519,44999714,44953171,44953194,45001916,45002052,21418,"3,3,2","0,0,0","5,1,4","2,2,1",294,99,1.48E-05,0.005655235,"1.0,1.0,1.0","0.457,0.144,0.574",0.608,SE
21550,ENSMUSG00000020716.16,Nf1,chr11,+,79463232,79463295,79458770,79458906,79468716,79468875,21550,"28,40,23","137,153,166","55,47,61","135,138,95",162,99,5.39E-06,0.003316398,"0.111,0.138,0.078","0.199,0.172,0.282",-0.109,SE
21582,ENSMUSG00000038371.15,Sbf2,chr7,-,110341289,110341364,110339889,110340074,110348854,110348995,21582,"38,40,53","18,13,13","30,31,28","25,28,29",174,99,8.51E-05,0.019610328,"0.546,0.636,0.699","0.406,0.386,0.355",0.245,SE
22002,ENSMUSG00000028184.12,Adgrl2,chr3,-,148820450,148820468,148815582,148817928,148820972,148821054,22002,"1,0,0","1,2,3","3,5,4","4,6,4",117,99,5.59E-05,0.014127061,"0.458,0.0,0.0","0.388,0.414,0.458",-0.267,SE
22027,ENSMUSG00000028184.12,Adgrl2,chr3,-,148860426,148860438,148858732,148859533,148865599,148865709,22027,"95,106,89","2,9,7","72,97,72","17,23,8",111,99,3.69E-05,0.010910187,"0.977,0.913,0.919","0.791,0.79,0.889",0.113,SE
22147,ENSMUSG00000052512.17,Nav2,chr7,+,49552839,49552905,49551596,49552049,49556909,49557070,22147,"15,12,15","0,1,0","11,5,22","0,4,5",165,99,0.000148551,0.027730689,"1.0,0.878,1.0","1.0,0.429,0.725",0.241,SE
22202,ENSMUSG00000031561.16,Tenm3,chr8,-,48335588,48335774,48313237,48313264,48367310,48367433,22202,"43,45,65","3,3,4","54,59,61","0,2,0",285,99,0.00031166,0.04595471,"0.833,0.839,0.85","1.0,0.911,1.0",-0.13,SE
22209,ENSMUSG00000026918.16,Brd3,chr2,-,27453399,27453450,27452832,27453074,27454312,27454504,22209,"2,0,2","33,26,27","3,9,6","18,26,25",150,99,8.24E-05,0.019272948,"0.038,0.0,0.047","0.099,0.186,0.137",-0.112,SE
22356,ENSMUSG00000017718.15,Afmid,chr11,+,117834766,117834852,117832527,117832576,117834945,117835018,22356,"5,3,1","1,2,0","0,0,1","1,3,1",185,99,6.08E-06,0.003338883,"0.728,0.445,1.0","0.0,0.0,0.349",0.608,SE
22603,ENSMUSG00000039934.12,Gsap,chr5,+,21222389,21222439,21221225,21221295,21226243,21226348,22603,"15,28,25","3,1,5","23,30,32","0,0,1",149,99,7.83E-05,0.018554377,"0.769,0.949,0.769","1.0,1.0,0.955",-0.156,SE
22821,ENSMUSG00000048440.15,Cyp4f16,chr17,+,32540270,32540415,32536994,32537196,32542737,32542791,22821,"6,8,6","0,0,0","6,17,10","1,5,1",244,99,8.19E-06,0.003879195,"1.0,1.0,1.0","0.709,0.58,0.802",0.303,SE
22942,ENSMUSG00000086095.2,Gm15328,chr18,+,16818141,16818330,16816201,16817070,16819964,16820425,22942,"2,0,1","0,4,3","2,1,2","0,0,0",288,99,8.16E-09,2.58E-05,"1.0,0.0,0.103","1.0,1.0,1.0",-0.632,SE
23106,ENSMUSG00000087366.7,Junos,chr4,+,95062586,95062703,95053239,95053396,95065612,95065744,23106,"1,1,4","0,0,0","1,0,2","0,3,4",216,99,2.89E-08,6.44E-05,"1.0,1.0,1.0","1.0,0.0,0.186",0.605,SE
23268,ENSMUSG00000027618.17,Nfs1,chr2,-,156134405,156134558,156132632,156132726,156139728,156139812,23268,"196,220,201","9,7,8","251,254,200","1,0,0",252,99,2.82E-08,6.44E-05,"0.895,0.925,0.908","0.99,1.0,1.0",-0.087,SE
23465,ENSMUSG00000020102.15,Slc16a7,chr10,-,125341780,125341850,125301956,125302081,125389286,125389465,23465,"15,17,24","0,0,0","14,13,12","2,2,3",169,99,7.47E-05,0.017923751,"1.0,1.0,1.0","0.804,0.792,0.701",0.234,SE
23466,ENSMUSG00000020102.15,Slc16a7,chr10,-,125377474,125377578,125301956,125302081,125389286,125389368,23466,"28,21,17","0,0,0","18,30,14","2,2,3",203,99,0.000237794,0.037864838,"1.0,1.0,1.0","0.814,0.88,0.695",0.204,SE
23487,ENSMUSG00000024462.17,Gabbr1,chr17,+,37054736,37054907,37050673,37051159,37056295,37056357,23487,"5,2,19","1,0,0","6,11,7","1,4,2",270,99,4.71E-05,0.012579576,"0.647,1.0,1.0","0.688,0.502,0.562",0.298,SE
23541,ENSMUSG00000024610.14,Cd74,chr18,+,60811293,60811485,60810327,60810418,60811858,60811921,23541,"6,2,6","9,8,8","27,13,12","7,2,4",291,99,4.89E-06,0.003195915,"0.185,0.078,0.203","0.568,0.689,0.505",-0.432,SE
23672,ENSMUSG00000045659.18,Plekha7,chr7,-,116126935,116127041,116123492,116124820,116128553,116128693,23672,"22,24,12","2,0,0","9,10,10","1,2,5",205,99,9.15E-05,0.020155878,"0.842,1.0,1.0","0.813,0.707,0.491",0.277,SE
23673,ENSMUSG00000045659.18,Plekha7,chr7,-,116126935,116127046,116123492,116124820,116128553,116128693,23673,"27,31,24","2,0,0","12,18,12","1,2,5",210,99,0.000159719,0.029274321,"0.864,1.0,1.0","0.85,0.809,0.531",0.225,SE
24201,ENSMUSG00000024251.9,Thada,chr17,-,84446504,84446725,84443817,84444509,84447944,84448039,24201,"55,50,45","3,3,7","39,52,59","0,0,0",320,99,2.93E-07,0.00038295,"0.85,0.838,0.665","1.0,1.0,1.0",-0.216,SE
24937,ENSMUSG00000046207.14,Pik3r6,chr11,+,68539849,68540009,68536103,68536226,68543597,68543685,24937,"5,8,6","0,0,0","19,14,24","3,0,8",259,99,3.11E-06,0.002226098,"1.0,1.0,1.0","0.708,1.0,0.534",0.253,SE
24938,ENSMUSG00000046207.14,Pik3r6,chr11,+,68539898,68540009,68536103,68536226,68543597,68543685,24938,"12,11,8","0,0,0","21,16,37","3,0,8",210,99,6.74E-06,0.003338883,"1.0,1.0,1.0","0.767,1.0,0.686",0.182,SE
25518,ENSMUSG00000027014.14,Cwc22,chr2,-,77904123,77904225,77903795,77904034,77905356,77905484,25518,"2,566,978,388","21,22,7","197,213,451,361","9,2,5",201,99,9.81E-06,0.004178838,"0.984,0.956,0.965","0.991,0.997,0.993",-0.025,SE
25745,ENSMUSG00000034354.17,Mtmr3,chr11,-,4546188,4546268,4531221,4531305,4594602,4594863,25745,"11,4,9","40,52,41","1,2,2","51,37,60",179,99,2.25E-05,0.007964387,"0.132,0.041,0.108","0.011,0.029,0.018",0.074,SE
25880,ENSMUSG00000038453.16,Srcin1,chr11,-,97566710,97566773,97551872,97551978,97574916,97575226,25880,"25,10,4","0,0,0","18,9,10","5,0,4",162,99,5.80E-06,0.003338883,"1.0,1.0,1.0","0.688,1.0,0.604",0.236,SE
25959,ENSMUSG00000047502.14,Mroh7,chr4,-,106694990,106695128,106694314,106694429,106699721,106699886,25959,"15,8,20","0,1,6","1,17,1","0,1,0",237,99,0.000256256,0.039698491,"1.0,0.77,0.582","1.0,0.877,1.0",-0.175,SE
26010,ENSMUSG00000066149.11,Cdc26,chr4,-,62404455,62404552,62402723,62402915,62408551,62408642,26010,"169,177,147","12,10,4","166,167,183","3,1,2",196,99,3.67E-05,0.010910187,"0.877,0.899,0.949","0.965,0.988,0.979",-0.069,SE
26344,ENSMUSG00000069094.12,Pde7a,chr3,-,19241145,19241209,19236443,19236539,19256777,19256861,26344,"29,38,32","0,0,0","25,20,29","2,4,4",163,99,3.74E-06,0.002624151,"1.0,1.0,1.0","0.884,0.752,0.815",0.183,SE
26808,ENSMUSG00000026782.15,Abi2,chr1,+,60450070,60450253,60448077,60448202,60453603,60453762,26808,"510,444,470","19,18,25","437,552,439","39,46,45",282,99,1.67E-05,0.006277375,"0.904,0.896,0.868","0.797,0.808,0.774",0.096,SE
26809,ENSMUSG00000026782.15,Abi2,chr1,+,60450169,60450253,60448077,60448202,60453603,60453762,26809,"229,194,228","19,18,25","170,227,185","39,46,45",183,99,1.40E-06,0.001261151,"0.867,0.854,0.831","0.702,0.727,0.69",0.144,SE
26961,ENSMUSG00000073102.7,Drc1,chr5,+,30348662,30348749,30347055,30347193,30350400,30350523,26961,"62,60,70","4,5,3","80,49,52","0,0,1",186,99,8.87E-05,0.019761757,"0.892,0.865,0.925","1.0,1.0,0.965",-0.094,SE
26987,ENSMUSG00000019943.10,Atp2b1,chr10,+,99019277,99019431,99018714,99018897,99022807,99023455,26987,"136,215,271,556","24,36,23","128,813,201,140","33,40,54",253,99,0.000218322,0.036262084,"0.957,0.943,0.964","0.939,0.928,0.892",0.035,SE
27201,ENSMUSG00000001445.10,Mrpl10,chr11,+,97044527,97044697,97041559,97041652,97047029,97047194,27201,"141,167,162","0,0,1","138,225,133","7,2,6",269,99,3.43E-05,0.010667508,"1.0,1.0,0.984","0.879,0.976,0.891",0.079,SE
27236,ENSMUSG00000036501.6,Fam13b,chr18,-,34497333,34497546,34486978,34487139,34499685,34499852,27236,"6,6,1","0,0,0","4,3,4","2,3,0",312,99,0.000112064,0.022588722,"1.0,1.0,1.0","0.388,0.241,1.0",0.457,SE
27261,ENSMUSG00000045098.18,Kmt5b,chr19,+,3782219,3782279,3768021,3768340,3786388,3786627,27261,"1,0,1","27,46,34","3,6,7","27,53,39",159,99,0.000123586,0.024140621,"0.023,0.0,0.018","0.065,0.066,0.101",-0.064,SE
27262,ENSMUSG00000045098.18,Kmt5b,chr19,+,3782219,3782279,3768021,3768340,3793067,3793185,27262,"0,0,0","6,4,7","4,3,3","4,8,6",159,99,2.91E-06,0.002165684,"0.0,0.0,0.0","0.384,0.189,0.237",-0.27,SE
27446,ENSMUSG00000115157.1,AC122263.2,chr15,-,37725083,37725161,37661031,37661086,37734280,37734335,27446,"4,3,7","12,14,14","5,11,11","3,8,6",177,99,0.00024681,0.038648244,"0.157,0.107,0.219","0.482,0.435,0.506",-0.313,SE
27611,ENSMUSG00000031805.17,Jak3,chr8,+,71682899,71682984,71682281,71682413,71683331,71683459,27611,"9,14,12","1,0,0","20,15,16","2,6,3",184,99,2.88E-05,0.009436136,"0.829,1.0,1.0","0.843,0.574,0.742",0.223,SE
27696,ENSMUSG00000063652.10,Slc22a21,chr11,-,53951706,53951842,53949964,53951355,53953000,53953183,27696,"2,1,4","1,0,0","0,3,8","3,0,9",235,99,4.13E-05,0.011637771,"0.457,1.0,1.0","0.0,1.0,0.272",0.395,SE
27898,ENSMUSG00000030257.16,Srgap3,chr6,-,112757153,112757430,112750380,112750411,112759748,112759776,27898,"22,21,10","120,152,174","7,5,6","125,158,124",376,99,0.000158408,0.029274321,"0.046,0.035,0.015","0.015,0.008,0.013",0.02,SE
27955,ENSMUSG00000040473.15,Cfap69,chr5,-,5618947,5619069,5617168,5617385,5619166,5619215,27955,"18,19,9","14,10,6","12,25,24","2,1,3",221,99,7.39E-06,0.003544766,"0.365,0.46,0.402","0.729,0.918,0.782",-0.401,SE
27991,ENSMUSG00000101299.2,Gm28175,chr1,+,42301854,42301952,42295747,42296181,42303850,42304412,27991,"3,3,3","0,0,2","0,1,3","2,2,5",197,99,2.40E-05,0.008259029,"1.0,1.0,0.43","0.0,0.201,0.232",0.666,SE
28007,ENSMUSG00000038943.16,Prc1,chr7,+,80313526,80313568,80313031,80313208,80315113,80315517,28007,"1,1,2","0,0,1","0,4,0","1,2,3",141,99,9.31E-06,0.004130784,"1.0,1.0,0.584","0.0,0.584,0.0",0.667,SE
28157,ENSMUSG00000061171.15,Slc38a11,chr2,-,65353762,65354906,65349473,65350117,65355323,65355389,28157,"3,5,1","0,0,0","4,1,5","1,4,0",1243,99,5.97E-07,0.000646421,"1.0,1.0,1.0","0.242,0.02,1.0",0.579,SE
28345,ENSMUSG00000063077.14,Kif1b,chr4,-,149261159,149261201,149257869,149258081,149262135,149262278,28345,"826,923,902","49,49,34","762,856,737","85,77,84",141,99,4.34E-08,8.65E-05,"0.922,0.93,0.949","0.863,0.886,0.86",0.064,SE
29095,ENSMUSG00000043987.18,Cep164,chr9,-,45785777,45785921,45779689,45779836,45787425,45787511,29095,"10,18,19","1,3,2","8,17,11","0,0,0",243,99,0.00032928,0.046574695,"0.803,0.71,0.795","1.0,1.0,1.0",-0.231,SE
29124,ENSMUSG00000020589.17,Fam49a,chr12,+,12295615,12295688,12262182,12262238,12304180,12304322,29124,"22,16,15","99,132,121","6,10,4","189,137,104",172,99,6.52E-06,0.003338883,"0.113,0.065,0.067","0.018,0.04,0.022",0.055,SE
29214,ENSMUSG00000038848.14,Ythdf1,chr2,-,180910686,180912207,180904376,180905668,180919134,180919214,29214,"173,180,161","6,4,1","181,196,160","2,0,0",1620,99,0.000120679,0.023793653,"0.638,0.733,0.908","0.847,1.0,1.0",-0.189,SE
29306,ENSMUSG00000090626.9,Tex9,chr9,-,72479923,72480001,72478339,72478422,72480596,72480775,29306,"9,18,7","2,4,1","4,1,6","5,7,6",177,99,4.35E-05,0.012029397,"0.716,0.716,0.797","0.309,0.074,0.359",0.496,SE
29519,ENSMUSG00000068394.4,Cep152,chr2,-,125571668,125571833,125569554,125569651,125576713,125576855,29519,"2,10,4","0,1,0","3,4,4","4,3,0",264,99,2.71E-05,0.008993027,"1.0,0.789,1.0","0.22,0.333,1.0",0.412,SE
29606,ENSMUSG00000050545.10,Fam228b,chr12,-,4761858,4761987,4739891,4740043,4762326,4762407,29606,"0,2,0","1,1,5","2,5,1","1,0,1",228,99,2.15E-05,0.007849851,"0.0,0.465,0.0","0.465,1.0,0.303",-0.434,SE
29851,ENSMUSG00000004558.15,Ndrg2,chr14,-,51911085,51911127,51910505,51910785,51911465,51911546,29851,"510,530,513","646,748,666","353,464,329","874,977,870",141,99,5.14E-10,2.16E-06,"0.357,0.332,0.351","0.221,0.25,0.21",0.12,SE
29887,ENSMUSG00000066442.17,Mthfs,chr9,+,89226170,89226387,89215208,89215470,89239841,89239981,29887,"2,3,4","0,0,0","1,3,2","1,1,3",316,99,5.63E-07,0.000627309,"1.0,1.0,1.0","0.239,0.485,0.173",0.701,SE
29951,ENSMUSG00000064307.13,Lrrc51,chr7,-,101921503,101921566,101920636,101920774,101933749,101933830,29951,"3,0,2","3,1,3","3,1,5","0,0,1",162,99,1.51E-06,0.001301148,"0.379,0.0,0.289","1.0,1.0,0.753",-0.695,SE
29998,ENSMUSG00000024924.14,Vldlr,chr19,+,27246592,27246676,27245534,27245681,27247009,27247090,29998,"33,27,48","101,112,120","76,83,60","124,109,72",183,99,5.33E-07,0.000627309,"0.15,0.115,0.178","0.249,0.292,0.311",-0.136,SE
30161,ENSMUSG00000036634.15,Mag,chr7,-,30900351,30900396,30899175,30899698,30900637,30900737,30161,"310,324,289","191,231,152","443,776,449","425,604,515",144,99,0.000130691,0.025139759,"0.527,0.491,0.567","0.417,0.469,0.375",0.108,SE
30220,ENSMUSG00000029769.16,Ccdc136,chr6,+,29412363,29412534,29411247,29411385,29412901,29413087,30220,"14,7,14","5,3,1","19,19,17","0,1,0",270,99,5.51E-06,0.003316398,"0.507,0.461,0.837","1.0,0.874,1.0",-0.356,SE
30299,ENSMUSG00000055717.13,Slain1,chr14,+,103684233,103684383,103656932,103657072,103685668,103685818,30299,"105,123,136","43,53,44","111,118,61","60,117,71",249,99,4.63E-05,0.012515224,"0.493,0.48,0.551","0.424,0.286,0.255",0.186,SE
30494,ENSMUSG00000032030.16,Cul5,chr9,-,53622781,53622943,53621857,53621976,53623634,53623810,30494,"269,306,355","1,8,7","310,354,324","0,0,1",261,99,0.000357641,0.049104334,"0.99,0.936,0.951","1.0,1.0,0.992",-0.038,SE
30666,ENSMUSG00000023966.8,Rsph9,chr17,-,46141546,46141712,46136741,46136871,46143921,46144216,30666,"65,52,71","0,2,7","51,50,46","0,0,0",265,99,0.00022522,0.036629621,"1.0,0.907,0.791","1.0,1.0,1.0",-0.101,SE
30693,ENSMUSG00000033931.9,Rbm34,chr8,-,126961911,126961971,126959541,126959585,126965381,126965622,30693,"47,55,52","11,1,9","41,54,37","21,21,19",159,99,8.44E-05,0.019610328,"0.727,0.972,0.782","0.549,0.616,0.548",0.256,SE
30945,ENSMUSG00000024758.14,Rtn3,chr19,-,7456299,7458423,7434930,7435138,7482938,7483289,30945,"323,357,348","218,192,201","316,318,264","277,384,294",2223,99,7.57E-08,0.000124646,"0.062,0.076,0.072","0.048,0.036,0.038",0.029,SE
30951,ENSMUSG00000034940.15,Synrg,chr11,+,83985248,83985551,83982195,83982307,83987912,83987990,30951,"7,10,11","111,64,91","19,19,24","73,103,72",402,99,0.0003631,0.049638306,"0.015,0.037,0.029","0.06,0.043,0.076",-0.033,SE
31013,ENSMUSG00000028078.14,Dclk2,chr3,-,86788621,86788634,86786152,86787412,86792068,86793913,31013,"1,2,0","2,1,4","2,2,1","1,0,1",112,99,0.000151695,0.028178754,"0.307,0.639,0.0","0.639,1.0,0.469",-0.387,SE
31078,ENSMUSG00000028745.18,Capzb,chr4,+,139288860,139288973,139287755,139287832,139291002,139291758,31078,"52,71,67","390,439,457","94,125,117","425,476,467",212,99,6.03E-05,0.014842793,"0.059,0.07,0.064","0.094,0.109,0.105",-0.038,SE
31119,ENSMUSG00000040877.16,Wdr25,chr12,+,108896891,108897059,108894292,108894330,108897908,108898725,31119,"0,1,1","2,2,6","2,2,4","2,1,0",267,99,0.000330613,0.046574695,"0.0,0.156,0.058","0.27,0.426,1.0",-0.494,SE
31134,ENSMUSG00000031342.17,Gpm6b,chrX,+,166385390,166385481,166383934,166384000,166386951,166388988,31134,"833,814,912","109,011,581,133","107,613,541,129","11,071,267,747",190,99,6.13E-05,0.014978327,"0.285,0.268,0.295","0.336,0.358,0.441",-0.096,SE
31409,ENSMUSG00000034681.16,Rnps1,chr17,+,24418037,24418218,24415040,24415162,24418456,24418612,31409,"389,515,459","2,2,1","424,527,368","5,6,13",280,99,6.03E-05,0.014842793,"0.986,0.989,0.994","0.968,0.969,0.909",0.041,SE
32292,ENSMUSG00000058589.14,Anks1b,chr10,+,90914692,90914767,90897246,90897426,90921295,90921424,32292,"326,360,357","54,42,68","372,336,318","89,98,75",174,99,0.000344375,0.048033334,"0.775,0.83,0.749","0.704,0.661,0.707",0.094,SE
32785,ENSMUSG00000025358.16,Cdk2,chr10,-,128699975,128700119,128699471,128699675,128701342,128701444,32785,"4,1,8","0,0,1","7,8,5","7,3,3",243,99,4.89E-06,0.003195915,"1.0,1.0,0.765","0.289,0.521,0.404",0.517,SE
32868,ENSMUSG00000030282.14,Cmas,chr6,+,142764553,142764709,142756753,142757026,142767803,142767937,32868,"207,284,250","0,0,0","261,331,193","7,8,2",255,99,4.18E-05,0.011637771,"1.0,1.0,1.0","0.935,0.941,0.974",0.05,SE
